0,62.20244216918945,0.12
20,8.619616508483887,0.3625
40,3.896609306335449,0.545
60,2.20615291595459,0.6875
80,1.1901917457580566,0.8075
100,0.6058553457260132,0.8975
120,0.27773404121398926,0.945
140,0.1089637354016304,0.985
160,0.04828697070479393,0.99375
180,0.022116471081972122,0.99875
200,0.013186674565076828,1.0
220,0.009391238912940025,1.0
240,0.007323132827877998,1.0
260,0.005988454911857843,1.0
280,0.005038619041442871,1.0
300,0.004323720000684261,1.0
320,0.003757475409656763,1.0
340,0.003297958755865693,1.0
360,0.0029266763012856245,1.0
380,0.0026172250509262085,1.0
400,0.002353763673454523,1.0
420,0.0021258003544062376,1.0
440,0.0019208767917007208,1.0
460,0.0017455210909247398,1.0
480,0.0015903940657153726,1.0
500,0.0014553688233718276,1.0
520,0.0013376448769122362,1.0
540,0.0012328153243288398,1.0
560,0.0011388437123969197,1.0
580,0.0010556851048022509,1.0
600,0.0009816540405154228,1.0
620,0.0009161389898508787,1.0
640,0.0008549025515094399,1.0
660,0.0007983617251738906,1.0
680,0.0007461835630238056,1.0
700,0.0006985586369410157,1.0
720,0.0006560368346981704,1.0
740,0.0006166177336126566,1.0
760,0.0005779470666311681,1.0
780,0.0005420839879661798,1.0
800,0.0005095569649711251,1.0
820,0.0004807891964446753,1.0
840,0.0004538508364930749,1.0
860,0.0004302147135604173,1.0
880,0.0004084794200025499,1.0
900,0.0003880226577166468,1.0
920,0.00036937728873454034,1.0
940,0.0003522337938193232,1.0
960,0.00033640244510024786,1.0
980,0.00032152896164916456,1.0
